Date;PX_LAST;Returns;PX_OPEN;PX_HIGH;PX_LOW;VOLUME;VWAP;VIX;PX_ASK;PX_BID;SPREAD;HIST_CALL_IMP_VOL;VOLATILITY_30D;VOLATILITY_60D;VOLATILITY_90D;Mkt-RF;SMB;HML;RMW;CMA;RF;Price Earnings Ratio (P/E);BEst P/E Ratio;Price/Cash Flow
29.04.2014;21.155;-0.002969177;21.205;21.285;21.054;337378692;21.1747;13.71;21.159;21.154;0.005;21.076;29.261;23.183;26.99;0.56;-0.26;-0.11;-0.56;-0.16;0;14.17;13.42;9.83
30.04.2014;21.075;-0.003781612;21.166;21.408;21.064;456883532;21.2361;13.41;21.093;21.072;0.021;20.628;29.325;23.091;26.918;0.35;0.22;-0.03;0.08;0.06;0;14.12;13.37;9.79
01.05.2014;21.124;0.00232503;21.143;21.243;20.941;244209672;21.1179;13.25;21.125;21.12;0.005;20.683;29.211;23.067;26.889;0.04;-0.18;-0.16;-0.5;-0.15;0;14.15;13.4;9.82
02.05.2014;21.164;0.001893581;21.155;21.221;21.061;191514288;21.1499;12.91;21.164;21.159;0.005;20.014;29.19;23.061;26.126;-0.07;0.26;0.41;0.32;0.17;0;14.18;13.43;9.83
05.05.2014;21.463;0.014127764;21.076;21.464;21.071;287067032;21.3281;13.29;21.463;21.462;0.001;20.897;29.256;23.064;26.216;0.13;-0.37;-0.54;0.14;-0.26;0;14.38;13.62;9.97
06.05.2014;21.229;-0.010902483;21.493;21.586;21.229;374565492;21.3999;13.8;21.23;21.229;0.001;20.684;29.496;22.998;26.261;-1.03;-0.5;0.12;0.86;0.13;0;14.22;13.47;9.86
07.05.2014;21.155;-0.003485798;21.259;21.332;20.990;282863952;21.136;13.4;21.157;21.155;0.002;20.035;29.31;22.902;26.24;0.45;-0.74;1.1;0.06;0.54;0;14.17;13.42;9.83
08.05.2014;21;-0.007326873;21.009;21.229;20.943;230297452;21.0794;13.43;21.004;21;0.004;19.251;29.396;22.978;26.212;-0.26;-0.97;0.38;0.11;0.23;0;14.07;13.32;9.76
09.05.2014;20.912;-0.004190476;20.876;20.938;20.726;291597992;20.8263;12.92;20.912;20.91;0.002;19.151;29.451;22.807;26.156;0.25;0.64;-0.36;-0.14;-0.07;0;14.01;13.28;9.72
12.05.2014;21.173;0.012480872;20.982;21.202;20.979;213298708;21.1131;12.23;21.171;21.164;0.007;18.621;29.565;22.922;26.11;1.2;1.36;-0.25;-0.47;-0.28;0;14.18;13.44;9.84
13.05.2014;21.206;0.001558589;21.143;21.234;21.096;159738376;21.1774;12.13;21.206;21.204;0.002;17.627;29.516;22.917;25.806;-0.05;-1.04;0.21;0.01;0;0;14.21;13.46;9.85
14.05.2014;21.21;0.000188626;21.158;21.336;21.134;166403384;21.2385;12.17;21.209;21.209;0;17.864;29.527;22.618;25.795;-0.6;-1.13;-0.47;0.17;-0.18;0;14.21;13.47;9.86
15.05.2014;21.029;-0.008533711;21.239;21.307;21.001;230846924;21.1156;13.17;21.036;21.029;0.007;17.922;29.581;22.545;25.809;-0.9;0.32;-0.28;0.21;-0.08;0;14.09;13.36;9.77
16.05.2014;21.34;0.014789101;21.023;21.340;20.907;276367336;21.119;12.44;21.34;21.336;0.004;18.749;29.343;22.534;25.899;0.36;0.23;-0.42;0.19;-0.17;0;14.3;13.56;9.92
19.05.2014;21.593;0.01185567;21.352;21.690;21.333;317756096;21.5892;12.42;21.593;21.586;0.007;18.923;28.768;22.62;25.85;0.5;0.63;0.08;-0.33;-0.04;0;14.47;13.72;10.03
20.05.2014;21.597;0.000185245;21.590;21.657;21.455;234835944;21.574;12.96;21.593;21.591;0.002;18.808;28.764;22.46;25.813;-0.78;-0.79;0.23;0.11;-0.13;0;14.47;13.72;10.04
21.05.2014;21.654;0.002639255;21.565;21.668;21.502;196999656;21.597;11.91;21.654;21.653;0.001;18.128;28.661;22.324;25.806;0.81;-0.28;0.1;0.01;-0.15;0;14.51;13.76;10.06
22.05.2014;21.688;0.001570149;21.664;21.780;21.575;200875780;21.676;12.03;21.69;21.688;0.002;18.487;28.158;22.025;25.611;0.36;0.61;-0.26;-0.55;-0.23;0;14.53;13.78;10.08
23.05.2014;21.933;0.01129657;21.688;21.955;21.660;232209964;21.7971;11.36;21.934;21.934;0;18.277;27.94;22.075;25.467;0.49;0.6;-0.23;-0.11;-0.05;0;14.69;13.93;10.19
27.05.2014;22.344;0.018738887;21.996;22.352;21.987;348866420;22.2156;11.51;22.347;22.345;0.002;19.502;28.193;22.327;25.614;0.69;0.66;-0.17;-0.53;-0.28;0;14.97;14.2;10.38
28.05.2014;22.286;-0.002595775;22.358;22.494;22.278;315687540;22.3776;11.68;22.288;22.286;0.002;20.027;28.024;22.342;25.222;-0.11;-0.26;0.23;0.11;0.13;0;14.93;14.14;10.36
29.05.2014;22.692;0.018217715;22.423;22.745;22.420;376474532;22.5669;11.57;22.689;22.688;0.001;20.948;28.201;22.572;25.268;0.54;-0.22;-0.1;-0.05;-0.22;0;15.2;14.39;10.54
30.05.2014;22.607;-0.003745814;22.785;23.006;22.461;564020548;22.7361;11.4;22.607;22.606;0.001;21.682;28.345;22.581;25.28;0.06;-0.61;0.26;0.34;0.08;0;15.15;14.37;10.51
02.06.2014;22.452;-0.006856283;22.641;22.673;22.232;369351612;22.4351;11.58;22.452;22.446;0.006;20.814;28.57;22.665;25.293;0.06;-0.65;0.39;0.15;0.16;0;15.04;14.27;10.43
03.06.2014;22.769;0.014119009;22.445;22.812;22.438;292926480;22.6936;11.87;22.77;22.769;0.001;20.136;28.633;22.781;25.152;-0.05;-0.23;0.16;0.09;-0.16;0;15.25;14.47;10.58
04.06.2014;23.029;0.011419035;22.766;23.139;22.718;335482084;22.9846;12.08;23.037;23.029;0.008;22.168;28.024;22.805;25.183;0.28;0.24;-0.08;-0.19;-0.18;0;15.43;14.59;10.7
05.06.2014;23.12;0.003951539;23.079;23.192;22.950;303804564;23.069;11.68;23.121;23.115;0.006;22.456;17.061;22.801;20.443;0.77;1.29;-0.17;-0.18;-0.12;0;15.49;14.65;10.74
06.06.2014;23.056;-0.002768166;23.211;23.259;23.017;350483644;23.1309;10.73;23.056;23.053;0.003;22.268;17.174;22.631;20.319;0.54;0.48;-0.01;-0.13;-0.11;0;15.45;14.61;10.71
09.06.2014;23.425;0.016004511;23.175;23.470;22.938;301659216;23.2678;11.15;23.425;23.423;0.002;20.556;14.138;22.563;20.422;0.22;1.01;-0.31;-0.41;-0.05;0;15.69;14.82;10.89
10.06.2014;23.563;0.005891142;23.683;23.763;23.393;251108168;23.5603;10.99;23.563;23.56;0.003;20.427;14.014;22.568;20.426;-0.03;-0.19;-0.03;-0.35;0.07;0;15.79;14.91;10.95
11.06.2014;23.465;-0.004159063;23.533;23.690;23.368;182724456;23.533;11.6;23.468;23.465;0.003;20.006;14.033;22.603;20.463;-0.34;-0.18;-0.23;-0.15;-0.14;0;15.72;14.85;10.9
12.06.2014;23.073;-0.016705732;23.510;23.530;22.975;218995164;23.181;12.56;23.068;23.065;0.003;20.225;15.325;22.995;20.647;-0.68;0.1;0.17;-0.25;-0.02;0;15.46;14.6;10.72
13.06.2014;22.82;-0.010965197;23.050;23.110;22.720;218101120;22.8911;12.18;22.82;22.815;0.005;20.325;15.891;23.13;20.762;0.31;-0.05;-0.18;0.1;-0.1;0;15.29;14.44;10.6
16.06.2014;23.05;0.010078878;22.878;23.188;22.863;142245080;23.0251;12.65;23.05;23.043;0.007;20.549;15.666;23.154;20.797;0.13;0.41;-0.69;-0.08;-0.29;0;15.44;14.59;10.71
17.06.2014;23.02;-0.001301518;23.078;23.175;22.950;118905388;23.0516;12.06;23.02;23.018;0.002;20.485;15.157;23.1;20.715;0.34;0.56;0.45;-0.52;0.04;0;15.42;14.57;10.7
18.06.2014;23.045;0.001086012;23.068;23.073;22.838;134056432;22.9615;10.61;23.045;23.043;0.002;19.397;15.042;23.045;20.546;0.75;-0.24;-0.09;0.06;-0.21;0;15.44;14.59;10.71
19.06.2014;22.965;-0.003471469;23.073;23.075;22.835;142110744;22.9569;10.62;22.963;22.96;0.003;24.426;14.838;22.932;20.482;0.12;-0.14;-0.04;0.17;-0.08;0;15.39;14.53;10.67
20.06.2014;22.728;-0.010320052;22.963;23.138;22.725;403592264;22.8914;10.85;22.733;22.725;0.008;24.933;15.233;23.054;20.589;0.18;0.2;0.05;0.03;0.03;0;15.23;14.38;10.56
23.06.2014;22.708;-0.000879972;22.830;22.905;22.650;174777564;22.7309;10.98;22.705;22.703;0.002;24.313;14.98;23.052;20.455;-0.01;-0.23;0.1;-0.05;-0.18;0;15.21;14.37;10.55
24.06.2014;22.57;-0.006077153;22.688;22.935;22.548;156144348;22.774;12.13;22.573;22.57;0.003;23.975;15.193;23.12;20.494;-0.72;-0.37;-0.26;0;0.03;0;15.12;14.29;10.49
25.06.2014;22.59;0.000886132;22.553;22.675;22.413;147474164;22.5528;11.59;22.59;22.588;0.002;24.994;15.187;23.083;20.492;0.53;0.34;0.16;-0.13;-0.25;0;15.13;14.31;10.5
26.06.2014;22.725;0.005976096;22.593;22.763;22.450;130517436;22.5765;11.63;22.73;22.728;0.002;24.994;14.854;23.093;20.278;-0.11;-0.09;0.02;0.12;-0.05;0;15.22;14.39;10.56
27.06.2014;22.995;0.011881188;22.705;23.000;22.693;256115212;22.9136;11.26;22.993;22.99;0.003;24.95;14.664;23.077;20.211;0.26;0.48;-0.22;0.13;-0.14;0;14.89;14.56;10.11
30.06.2014;23.233;0.010350076;23.025;23.431;23.023;198356112;23.2352;11.57;23.243;23.243;0;26.553;14.583;22.868;20.125;0.07;0.27;0.17;-0.28;-0.17;0;15.04;14.71;10.22
01.07.2014;23.38;0.006327207;23.380;23.518;23.283;152893908;23.432;11.15;23.38;23.378;0.002;25.052;14.608;22.503;20.134;0.74;0.43;-0.39;0.07;-0.1;0;15.14;14.79;10.28
02.07.2014;23.37;-0.000427716;23.466;23.515;23.273;113860292;23.3999;10.82;23.368;23.365;0.003;24.741;14.639;22.506;20.017;-0.03;-0.46;-0.21;0.08;0.22;0;15.13;14.78;10.28
03.07.2014;23.508;0.005905006;23.418;23.525;23.300;91567012;23.4263;10.32;23.523;23.52;0.003;25.205;14.666;22.423;19.924;0.59;0.21;0.11;0.01;0.21;0;15.22;14.86;10.34
07.07.2014;23.992;0.020588736;23.535;23.998;23.525;225871756;23.8075;11.33;23.993;23.99;0.003;25.319;15.396;22.408;19.94;-0.62;-1.2;0.34;0.76;0.26;0;15.53;15.16;10.55
08.07.2014;23.838;-0.006418806;24.068;24.200;23.480;260886712;23.8311;11.98;23.835;23.833;0.002;26.314;14.877;22.386;19.981;-0.82;-0.55;0.72;0.81;0.39;0;15.43;15.06;10.48
09.07.2014;23.848;0.000419498;23.860;23.988;23.690;145745760;23.871;11.65;23.853;23.848;0.005;25.972;14.813;22.401;19.984;0.46;-0.4;-0.12;-0.04;-0.06;0;15.44;15.06;10.49
10.07.2014;23.759;-0.003731969;23.440;23.888;23.380;158742208;23.6664;12.59;23.76;23.758;0.002;26.104;14.084;22.334;20.002;-0.49;-0.6;-0.02;0.07;0.06;0;15.38;15;10.45
11.07.2014;23.805;0.001936108;23.840;23.973;23.716;136072912;23.821;12.08;23.805;23.803;0.002;26.814;13.987;22.335;20.002;0.12;-0.3;-0.38;-0.39;-0.1;0;15.41;15.02;10.47
14.07.2014;24.113;0.012938458;23.965;24.223;23.913;171240620;24.1198;11.82;24.115;24.11;0.005;27.105;14.098;22.358;20.056;0.46;-0.02;-0.12;0.02;-0.13;0;15.61;15.2;10.6
15.07.2014;23.83;-0.011736408;24.200;24.213;23.758;182784704;23.9495;11.96;23.83;23.828;0.002;27.371;14.248;22.549;20.201;-0.32;-0.82;1.01;0.22;0.33;0;15.43;15.03;10.48
16.07.2014;23.695;-0.005665128;24.243;24.275;23.685;214009660;24.036;11;23.695;23.693;0.002;27.803;14.073;22.63;20.248;0.32;-0.6;0.36;0.18;0.16;0;15.34;14.94;10.42
17.07.2014;23.272;-0.017851867;23.758;23.820;23.143;229192972;23.4496;14.54;23.27;23.268;0.002;30.385;15.138;22.815;20.509;-1.21;-0.35;0.19;0.42;0.15;0;15.07;14.69;10.23
18.07.2014;23.608;0.014437951;23.405;23.685;23.255;199950372;23.5017;12.06;23.608;23.605;0.003;27.596;15.677;16.414;20.612;1.12;0.46;-0.45;-0.26;-0.28;0;15.28;14.9;10.38
21.07.2014;23.485;-0.005210098;23.748;23.750;23.430;156316008;23.5376;12.81;23.488;23.485;0.003;25.156;15.056;16.462;20.521;-0.25;-0.24;0.06;-0.34;-0.26;0;15.21;14.82;10.33
22.07.2014;23.68;0.008303172;23.670;23.723;23.530;220786388;23.6081;12.24;23.678;23.675;0.003;28.956;15.159;14.662;20.408;0.53;0.28;-0.31;0.19;-0.19;0;15.33;14.95;10.41
23.07.2014;24.298;0.026097973;23.855;24.470;23.793;371670876;24.2444;11.52;24.3;24.298;0.002;21.658;16.909;15.456;20.786;0.19;0.12;-0.77;-0.24;0.05;0;15.73;15.33;10.68
24.07.2014;24.258;-0.001646226;24.259;24.330;24.105;182915372;24.2243;11.84;24.255;24.253;0.002;21.487;15.988;15.424;20.774;0.05;-0.31;0.02;-0.22;-0.05;0;15.71;15.33;10.67
25.07.2014;24.418;0.006595762;24.213;24.460;24.160;173876468;24.3367;12.69;24.42;24.418;0.002;21.493;15.549;15.449;20.778;-0.53;-0.4;0.18;-0.01;0.07;0;15.81;15.43;10.74
28.07.2014;24.755;0.013801294;24.455;24.810;24.388;221270756;24.6149;12.56;24.753;24.75;0.003;22.284;15.756;15.628;20.818;-0.08;-0.45;0.27;0.03;-0.03;0;16.03;15.65;10.89
29.07.2014;24.595;-0.006463341;24.833;24.860;24.563;172572380;24.6712;13.28;24.6;24.598;0.002;21.918;15.946;15.552;20.864;-0.33;0.63;-0.68;-0.17;-0.12;0;15.92;15.54;10.82
30.07.2014;24.538;-0.002317544;24.610;24.675;24.418;132040004;24.5648;13.33;24.535;24.533;0.002;21.779;16.003;15.326;20.825;0.12;0.35;-0.32;-0.68;-0.33;0;15.89;15.5;10.79
31.07.2014;23.9;-0.026000489;24.290;24.363;23.833;227370588;24.0352;16.95;23.898;23.895;0.003;23.973;18.078;16.432;21.361;-2.03;-0.16;0.48;0.38;0.27;0;15.47;15.1;10.51
01.08.2014;24.033;0.005564854;23.725;24.155;23.703;194045144;23.9531;17.03;24.035;24.033;0.002;25.292;17.741;16.323;21.268;-0.32;-0.23;-0.05;0.09;0.16;0;15.56;15.18;10.57
04.08.2014;23.898;-0.005617276;24.093;24.145;23.793;159832576;23.9451;15.12;23.898;23.895;0.003;24.314;17.868;16.352;21.282;0.74;0.03;-0.21;-0.1;-0.45;0;15.47;15.1;10.51
05.08.2014;23.78;-0.004937652;23.840;23.920;23.590;223730652;23.7474;16.87;23.785;23.783;0.002;25.857;17.824;16.276;21.31;-0.84;0.72;-0.18;-0.16;0.02;0;15.4;15.02;10.46
06.08.2014;23.74;-0.001682086;23.688;23.870;23.678;154233368;23.7657;16.37;23.743;23.738;0.005;25.483;17.853;16.294;21.317;0.02;0.4;0.19;-0.03;0.28;0;15.37;15;10.44
07.08.2014;23.62;-0.00505476;23.733;23.988;23.525;186844716;23.7569;16.66;23.62;23.618;0.002;26.793;17.915;16.356;21.323;-0.52;-0.05;-0.15;0.05;-0.04;0;15.29;14.92;10.39
08.08.2014;23.685;0.002751905;23.565;23.705;23.320;167460772;23.5487;15.77;23.685;23.683;0.002;25.776;17.626;16.206;21.323;1.12;-0.16;-0.15;0.34;0.15;0;15.34;14.96;10.42
11.08.2014;23.998;0.013215115;23.818;24.020;23.709;146339376;23.9378;14.23;23.998;23.993;0.005;25.5;17.783;16.155;21.343;0.4;0.55;-0.27;-0.16;-0.26;0;15.54;15.16;10.55
12.08.2014;23.993;-0.000208351;24.010;24.220;23.903;135181408;24.057;14.13;23.995;23.993;0.002;24.703;17.713;16.025;21.18;-0.23;-0.56;0.24;0.06;0.01;0;15.53;15.16;10.55
13.08.2014;24.31;0.013212187;24.038;24.310;24.010;127665756;24.2022;12.9;24.308;24.305;0.003;23.698;18.082;16.197;21.012;0.69;-0.15;-0.23;-0.39;-0.16;0;15.74;15.36;10.69
14.08.2014;24.375;0.002673797;24.333;24.393;24.200;112462264;24.3337;12.42;24.375;24.373;0.002;23.129;18.033;16.197;21.006;0.44;-0.25;0.02;-0.21;0.05;0;15.78;15.4;10.72
15.08.2014;24.495;0.004923077;24.475;24.548;24.215;195805324;24.4148;13.15;24.495;24.493;0.002;23.495;17.077;16.209;20.936;0;-0.15;-0.14;0.18;-0.23;0;15.86;15.47;10.77
18.08.2014;24.79;0.012043274;24.623;24.843;24.495;190289652;24.7359;12.32;24.79;24.785;0.005;23.449;17.248;16.228;20.812;0.93;0.58;-0.17;0;0.04;0;16.05;15.66;10.9
19.08.2014;25.133;0.013836224;24.853;25.170;24.830;277597080;25.0309;12.21;25.138;25.135;0.003;23.199;17.637;16.039;20.807;0.49;-0.12;-0.07;0.24;-0.14;0;16.27;15.88;11.05
20.08.2014;25.143;0.000397883;25.110;25.273;24.988;210796768;25.1538;11.78;25.145;25.143;0.002;23.007;17.56;16.013;20.813;0.19;-0.65;0.28;0.02;0.27;0;16.28;15.88;11.06
21.08.2014;25.145;7.95E-05;25.143;25.235;25.028;133912792;25.1386;11.76;25.148;25.145;0.003;22.5;17.569;15.647;20.742;0.28;-0.07;0.8;-0.1;0.22;0;16.28;15.88;11.06
22.08.2014;25.33;0.007357328;25.073;25.368;25.048;176735336;25.2686;11.47;25.33;25.328;0.002;22.997;17.326;15.646;20.751;-0.1;0.27;-0.36;-0.06;-0.15;0;16.4;16;11.14
25.08.2014;25.385;0.002171338;25.448;25.543;25.320;161080692;25.4424;11.7;25.388;25.385;0.003;23.592;16.814;15.532;20.708;0.5;-0.2;0.03;-0.02;-0.08;0;16.44;16.04;11.16
26.08.2014;25.222;-0.006421115;25.355;25.375;25.215;132607936;25.2802;11.63;25.225;25.223;0.002;23.127;16.848;15.419;20.724;0.19;0.68;-0.33;-0.38;-0.18;0;16.33;15.93;11.09
27.08.2014;25.533;0.012330505;25.255;25.643;25.175;209476044;25.4424;11.78;25.533;25.53;0.003;23.864;15.895;15.445;20.777;0;-0.2;0.14;0.14;0.11;0;16.53;16.13;11.23
28.08.2014;25.563;0.00117495;25.398;25.695;25.390;273839204;25.5801;12.05;25.565;25.563;0.002;23.08;15.526;15.438;20.585;-0.19;-0.39;0.09;0.21;0;0;16.55;16.15;11.24
29.08.2014;25.625;0.00242538;25.715;25.725;25.550;178380988;25.6279;11.98;25.628;25.625;0.003;23.229;15.329;15.41;15.946;0.39;0.29;0.09;-0.31;-0.16;0;16.59;16.19;11.27
02.09.2014;25.825;0.007804878;25.765;25.935;25.680;214257048;25.824;12.25;25.825;25.823;0.002;23.174;15.314;15.17;15.95;0.06;0.42;-0.09;-0.09;-0.2;0;16.72;16.31;11.36
03.09.2014;24.735;-0.042207164;25.775;25.800;24.645;501682084;25.002;12.36;24.735;24.733;0.002;27.3;19.202;17.815;16.648;-0.14;-0.5;0.24;0.04;0.39;0;16.01;15.63;10.88
04.09.2014;24.53;-0.008287851;24.713;25.023;24.448;342872884;24.7479;12.64;24.53;24.528;0.002;27.142;19.378;17.889;16.717;-0.17;-0.15;-0.18;0.18;0.01;0;15.88;15.5;10.79
05.09.2014;24.743;0.008683245;24.700;24.848;24.578;233828140;24.7133;12.09;24.748;24.735;0.013;26.911;19.448;17.561;16.732;0.45;-0.28;-0.03;0.13;0.03;0;16.02;15.63;10.88
08.09.2014;24.59;-0.006183567;24.825;24.828;24.513;185426968;24.6586;12.66;24.59;24.585;0.005;27.434;19.098;17.439;16.788;-0.22;0.48;-0.45;-0.39;-0.22;0;15.92;15.52;10.81
09.09.2014;24.498;-0.003741358;24.770;25.770;24.035;759385020;24.9348;13.5;24.5;24.495;0.005;25.243;19.033;17.369;16.814;-0.72;-0.42;-0.01;0.29;0.13;0;15.86;15.48;10.77
10.09.2014;25.25;0.030696383;24.503;25.278;24.440;403478348;24.8868;12.88;25.25;25.245;0.005;23.393;21.075;18.411;17.385;0.45;0.16;-0.41;-0.29;-0.15;0;16.35;15.96;11.1
11.09.2014;25.358;0.004277228;25.103;25.360;24.905;249598972;25.1144;12.8;25.355;25.353;0.002;23.885;19.31;18.419;17.249;0.19;0.49;0.2;-0.24;-0.02;0;16.42;16.03;11.15
12.09.2014;25.415;0.002247811;25.303;25.548;25.270;256387612;25.419;13.31;25.42;25.418;0.002;24.142;19.28;18.387;17.223;-0.55;-0.19;0.11;-0.06;0.14;0;16.46;16.07;11.18
15.09.2014;25.408;-0.000275428;25.703;25.763;25.360;245266064;25.5338;14.12;25.405;25.403;0.002;23.599;19.152;18.211;17.151;-0.28;-0.93;0.65;0.46;0.64;0;16.45;16.06;11.17
16.09.2014;25.215;-0.007596033;24.950;25.315;24.723;267632532;25.0551;12.73;25.213;25.21;0.003;23.438;19.26;18.311;17.198;0.7;-0.4;-0.1;0.15;-0.15;0;16.33;15.94;11.09
17.09.2014;25.395;0.007138608;25.318;25.450;25.148;243705992;25.3283;12.65;25.398;25.395;0.003;22.129;19.283;18.267;17.129;0.17;0.08;-0.22;-0.23;-0.15;0;16.44;16.05;11.17
18.09.2014;25.448;0.002087025;25.483;25.588;25.390;149197740;25.4952;12.03;25.448;25.445;0.003;21.479;19.147;18.265;17.128;0.5;0.02;0.01;-0.11;0;0;16.48;16.09;11.19
19.09.2014;25.24;-0.00817353;25.573;25.588;25.220;283609624;25.4335;12.11;25.243;25.24;0.003;25.306;19.415;18.369;17.215;-0.18;-0.96;0.03;0.2;-0.06;0;16.34;15.95;11.1
22.09.2014;25.265;0.000990491;25.450;25.535;25.145;211153704;25.2943;13.69;25.27;25.265;0.005;25.021;19.119;18.245;17.12;-0.97;-0.54;0.09;0.45;0.17;0;16.36;15.97;11.11
23.09.2014;25.66;0.015634277;25.150;25.735;25.135;253608784;25.5753;14.93;25.663;25.66;0.003;24.156;19.543;18.389;17.139;-0.62;-0.32;-0.05;-0.02;-0.25;0;16.61;16.22;11.28
24.09.2014;25.438;-0.008651598;25.540;25.713;25.300;240687312;25.4698;13.27;25.438;25.435;0.003;24.244;19.514;18.489;17.154;0.81;0.04;-0.93;0.08;-0.4;0;16.47;16.08;11.19
25.09.2014;24.468;-0.038131929;25.128;25.178;24.430;400367960;24.691;15.64;24.478;24.468;0.01;27.152;22.957;20.332;18.511;-1.62;0.13;0.12;0.32;0.24;0;15.84;15.46;10.76
26.09.2014;25.188;0.029426189;24.633;25.188;24.600;249482004;24.9732;14.85;25.185;25.183;0.002;24.862;24.504;21.155;19.102;0.85;-0.06;-0.24;0.09;-0.48;0;15.72;15.91;10.32
29.09.2014;25.028;-0.006352231;24.663;25.109;24.658;199065248;24.9626;15.98;25.033;25.028;0.005;25.801;24.354;20.808;19.152;-0.22;0.18;-0.44;0.17;-0.27;0;15.62;15.81;10.25
30.09.2014;25.188;0.00639284;25.203;25.385;25.133;221056556;25.2533;16.31;25.19;25.188;0.002;24.827;24.076;20.784;19.098;-0.4;-1.01;0.11;0.03;0;0;15.72;15.91;10.32
01.10.2014;24.795;-0.015602668;25.148;25.173;24.675;205965144;24.887;16.71;24.8;24.795;0.005;27.269;24.535;21.076;19.095;-1.39;-0.14;0.3;0.2;-0.07;0;15.47;13.71;10.16
02.10.2014;24.975;0.007259528;24.818;25.055;24.510;191031312;24.8192;16.16;24.975;24.973;0.002;25.682;24.643;21.099;19.111;0.15;0.97;-0.38;-0.29;-0.31;0;15.59;13.74;10.23
03.10.2014;24.905;-0.002802803;24.860;25.053;24.760;173878340;24.9314;14.55;24.903;24.9;0.003;25.913;24.541;21.111;18.902;1.08;-0.4;-0.44;-0.1;-0.09;0;15.54;13.69;10.2
06.10.2014;24.905;0;24.988;25.163;24.855;148204728;24.9941;15.46;24.908;24.905;0.003;25.526;24.527;20.954;18.884;-0.26;-0.77;0.37;0.32;0.13;0;15.54;13.69;10.2
07.10.2014;24.688;-0.00871311;24.858;25.030;24.683;168376732;24.8663;17.2;24.688;24.685;0.003;26.934;24.588;20.884;18.911;-1.56;-0.14;0.13;0.25;0.03;0;15.41;13.54;10.11
08.10.2014;25.2;0.02073882;24.690;25.278;24.578;229618696;24.9635;15.11;25.195;25.193;0.002;25.234;25.116;21.253;19.074;1.7;-0.01;-0.06;-0.05;-0.05;0;15.73;13.82;10.32
09.10.2014;25.255;0.00218254;25.385;25.595;25.153;309506100;25.3676;18.76;25.258;25.255;0.003;26.239;25.124;20.861;18.994;-2.17;-0.48;-0.42;0.4;-0.1;0;15.76;13.82;10.35
10.10.2014;25.183;-0.002850921;25.173;25.508;25.075;265326368;25.3297;21.24;25.185;25.183;0.002;26.858;25.118;20.695;18.999;-1.3;-0.07;0.5;0.74;0.35;0;15.72;13.78;10.32
13.10.2014;24.953;-0.009133145;25.333;25.445;24.953;214333472;25.1991;24.64;24.96;24.955;0.005;28.833;25.106;20.766;19.067;-1.59;1.32;0.48;-0.31;0.18;0;15.57;13.66;10.22
14.10.2014;24.688;-0.010619966;25.098;25.130;24.643;254754248;24.8852;22.79;24.695;24.688;0.007;28.097;21.725;20.85;18.991;0.28;0.85;-0.13;0.01;0.07;0;15.41;13.48;10.11
15.10.2014;24.385;-0.012273169;24.493;24.788;23.795;403734400;24.3327;26.25;24.39;24.385;0.005;31.031;21.899;20.326;19.096;-0.54;1.66;-1.32;-0.49;-0.56;0;15.22;13.31;9.99
16.10.2014;24.065;-0.013122821;23.888;24.430;23.853;288618092;24.1157;25.2;24.065;24.06;0.005;29.422;22.057;20.514;19.222;0.22;1.05;0.24;-0.44;0.14;0;15.02;13.13;9.86
17.10.2014;24.418;0.014668606;24.375;24.750;24.203;272718752;24.4731;21.99;24.418;24.413;0.005;26.688;22.47;20.698;19.143;1.14;-1.57;-0.09;-0.03;0.27;0;15.24;13.3;10
20.10.2014;24.94;0.021377672;24.579;24.990;24.555;310069116;24.8848;18.57;24.943;24.94;0.003;27.938;23.331;20.977;19.354;0.94;0.14;-0.32;0.1;-0.29;0;15.56;13.39;10.22
21.10.2014;25.618;0.027185245;25.755;25.755;25.318;378495616;25.5493;16.08;25.62;25.615;0.005;20.213;22.944;21.659;19.793;1.98;-0.41;0.06;0.07;-0.13;0;15.99;13.36;10.5
22.10.2014;25.748;0.005074557;25.710;26.028;25.650;273052584;25.8365;17.87;25.75;25.748;0.002;20.448;22.957;21.669;19.799;-0.85;-0.55;0.17;0.13;0.21;0;16.07;13.44;10.55
23.10.2014;26.208;0.017865465;26.020;26.263;25.908;284298696;26.1751;16.53;26.21;26.205;0.005;19.568;23.525;21.162;19.997;1.29;0.45;-0.43;-0.33;-0.03;0;16.36;13.67;10.74
24.10.2014;26.305;0.00370116;26.295;26.373;26.133;188215664;26.253;16.11;26.305;26.303;0.002;20.249;23.534;21.15;19.983;0.66;-0.5;-0.12;-0.34;0.09;0;16.42;13.72;10.78
27.10.2014;26.278;-0.001026421;26.213;26.370;26.175;136750804;26.2862;16.04;26.275;26.273;0.002;20.696;23.387;21.102;19.882;-0.17;0.07;-0.31;0.12;-0.01;0;16.4;13.71;10.77
28.10.2014;26.685;0.015488241;26.350;26.685;26.338;192243796;26.5848;14.39;26.678;26.675;0.003;20.006;23.703;21.251;20.015;1.37;1.56;0.03;-0.4;-0.19;0;16.65;13.9;10.93
29.10.2014;26.835;0.005621135;26.663;26.843;26.590;210751516;26.765;15.15;26.835;26.833;0.002;19.776;23.732;21.25;19.978;-0.18;0;0.44;0.21;0.33;0;16.75;13.98;10.99
